function_type,name,return_type,param_names,param_types,description
aggregate,argmin,timestamp with time zone,"arg,val","timestamp with time zone,date",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,blob,"arg,val","blob,timestamp",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,bigint,"arg,val","bigint,timestamp with time zone",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,varchar,"arg,val","varchar,timestamp with time zone",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,decimal,"arg,val","decimal,varchar",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max_null,integer,"arg,val","integer,varchar",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_max_null,bigint,"arg,val","bigint,timestamp",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_max_null,double,"arg,val","double,hugeint",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_max_null,double,"arg,val","double,timestamp with time zone",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_max_null,varchar,"arg,val","varchar,varchar",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_max_null,varchar,"arg,val","varchar,blob",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_max_null,date,"arg,val","date,timestamp",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_min,integer,"arg,val","integer,timestamp",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min,bigint,"arg,val","bigint,bigint",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min,double,"arg,val","double,timestamp",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min,varchar,"arg,val","varchar,varchar",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min,varchar,"arg,val","varchar,date",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min,timestamp,"arg,val","timestamp,date",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min,timestamp with time zone,"arg,val","timestamp with time zone,date",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min,decimal,"arg,val","decimal,hugeint",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min_null,integer,"arg,val","integer,bigint",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,arg_min_null,double,"arg,val","double,varchar",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,arg_min_null,varchar,"arg,val","varchar,double",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,arg_min_null,varchar,"arg,val","varchar,varchar",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,arg_min_null,varchar,"arg,val","varchar,timestamp",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,arg_min_null,blob,"arg,val","blob,double",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,arg_min_null,blob,"arg,val","blob,blob",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,arg_min_null,decimal,"arg,val","decimal,varchar",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,arg_min_null,same_as_input,"arg,val","any,hugeint",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,bitstring_agg,bit,arg,smallint,Returns a bitstring with bits set for each distinct value.
aggregate,bitstring_agg,bit,"arg,col1,col2","hugeint,hugeint,hugeint",Returns a bitstring with bits set for each distinct value.
aggregate,favg,double,x,double,Calculates the average using a more accurate floating point summation (Kahan Sum)
aggregate,kahan_sum,double,arg,double,Calculates the sum using a more accurate floating point summation (Kahan Sum).
scalar,add,decimal,"col0,col1","decimal,decimal",
scalar,add,ubigint,"col0,col1","ubigint,ubigint",
scalar,add,date,"col0,col1","integer,date",
scalar,age,interval,timestamp,timestamp with time zone,"Subtract arguments, resulting in the time difference between the two timestamps"
scalar,aggregate,same_as_input_first_array_element,"list,name","array,varchar",Executes the aggregate function name on the elements of list
scalar,array_cosine_distance,double,"array1,array2","array<double>,array<double>",Compute the cosine distance between two arrays of the same size. The array elements can not be NULL. The arrays can have any size as long as the size is the same for both arguments.
scalar,array_dot_product,double,"array1,array2","array<double>,array<double>",Compute the inner product between two arrays of the same size. The array elements can not be NULL. The arrays can have any size as long as the size is the same for both arguments.
scalar,bar,varchar,"x,min,max","double,double,double",Draws a band whose width is proportional to (x - min) and equal to width characters when x = max. width defaults to 80
scalar,base64,varchar,blob,blob,Convert a blob to a base64 encoded string
scalar,bin,varchar,value,uhugeint,Converts the value to binary representation
scalar,xor,uinteger,"left,right","uinteger,uinteger",Bitwise XOR
scalar,url_encode,varchar,input,varchar,Escapes the input string by encoding it so that it can be included in a URL query parameter.
scalar,date_sub,bigint,"part,startdate,enddate","varchar,date,date",The number of complete partitions between the timestamps
scalar,date_sub,bigint,"part,startdate,enddate","varchar,timestamp with time zone,timestamp with time zone",The number of complete partitions between the timestamps
scalar,epoch_ms,bigint,temporal,interval,Extract the epoch component in milliseconds from a temporal type
scalar,equi_width_bins,array,"min,max,bin_count,nice_rounding","timestamp,timestamp,bigint,boolean",Generates bin_count equi-width bins between the min and max. If enabled nice_rounding makes the numbers more readable/less jagged
scalar,era,bigint,ts,interval,Extract the era component from a date or timestamp
scalar,unbin,blob,value,varchar,Converts a value from binary representation to a blob
scalar,getenv,varchar,col0,varchar,
scalar,grade_up,array,"list,col1","array,varchar",Returns the index of their sorted position.
scalar,grade_up,array,"list,col1,col2","array,varchar,varchar",Returns the index of their sorted position.
scalar,hex,varchar,value,ubigint,Converts the value to hexadecimal representation
scalar,hour,bigint,ts,interval,Extract the hour component from a date or timestamp
scalar,icu_collate_el,varchar,col0,varchar,
scalar,icu_collate_en,varchar,col0,varchar,
scalar,icu_collate_ky,varchar,col0,varchar,
scalar,icu_collate_nb,varchar,col0,varchar,
scalar,icu_collate_or,varchar,col0,varchar,
scalar,icu_collate_pl,varchar,col0,varchar,
scalar,icu_collate_sr,varchar,col0,varchar,
scalar,icu_collate_wae,varchar,col0,varchar,
scalar,icu_collate_zh_hk,varchar,col0,varchar,
scalar,icu_collate_zu,varchar,col0,varchar,
scalar,ilike_escape,boolean,"string,like_specifier,escape_character","varchar,varchar,varchar",Returns true if the string matches the like_specifier (see Pattern Matching) using case-insensitive matching. escape_character is used to search for wildcard characters in the string.
scalar,in_search_path,boolean,"database_name,schema_name","varchar,varchar",Returns whether or not the database/schema are in the search path
scalar,json_exists,boolean,"col0,col1","varchar,varchar",
scalar,json_extract,array,"col0,col1","varchar,array",
scalar,json_extract_string,varchar,"col0,col1","varchar,bigint",
scalar,json_keys,array,"col0,col1","varchar,varchar",
scalar,json_pretty,varchar,col0,json,
scalar,json_serialize_plan,json,"col0,col1,col2,col3","varchar,boolean,boolean,boolean",
scalar,last_day,date,ts,timestamp with time zone,Returns the last day of the month
scalar,least_common_multiple,bigint,"x,y","bigint,bigint",Computes the least common multiple of x and y
scalar,len,bigint,string,varchar,Number of characters in string.
scalar,to_binary,varchar,value,hugeint,Converts the value to binary representation
scalar,list_cosine_similarity,float,"list1,list2","array,array",Compute the cosine similarity between two lists
scalar,to_base,varchar,"number,radix,min_length","bigint,integer,integer","Converts a value to a string in the given base radix, optionally padding with leading zeros to the minimum length"
scalar,list_grade_up,array,list,array,Returns the index of their sorted position.
scalar,list_grade_up,array,"list,col1,col2","array,varchar,varchar",Returns the index of their sorted position.
scalar,timezone,bigint,ts,date,Extract the timezone component from a date or timestamp
scalar,subtract,bigint,col0,bigint,
scalar,subtract,double,col0,double,
scalar,subtract,usmallint,"col0,col1","usmallint,usmallint",
scalar,subtract,bigint,"col0,col1","date,date",
scalar,subtract,timestamp,"col0,col1","timestamp,interval",
scalar,list_negative_inner_product,float,"list1,list2","array,array",Compute the negative inner product between two lists
scalar,map_entries,list,,,Returns the map entries as a list of keys/values
scalar,strip_accents,varchar,string,varchar,Strips accents from string.
scalar,millennium,bigint,ts,timestamp with time zone,Extract the millennium component from a date or timestamp
